In inventory?,target_url,target_url_domain,final_url,final_url_domain,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,,Status check function,Status check Flat,Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
lwm-info.org,lwm-info.org,lwm-info.org,https://lwm-info.org/,lwm-info.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lmt.org,,,,Local,,Pennsylvania,"Lower Makefield Township, PA -- Note added 9/30/14 18:47",http://www.lmt.org/,6/6/13 18:08
jamestownri.net,jamestownri.net,jamestownri.net,,,,,,,,,,,,,200,200,lobelvilletn.org,,,,Local,,Tennessee,"City of Lobelville, TN -- Note added 7/17/14 17:02",http://lobelvilletn.org/,7/17/14 17:02
maumee.org,maumee.org,maumee.org,https://www.maumee.org/,maumee.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,locharbournj.us,,,,Local,,New Jersey,"Village of Loch Arbour, nj -- Note added 9/16/15 15:09",http://locharbournj.us/,6/6/13 18:08
jessamineco.com,jessamineco.com,jessamineco.com,https://jessamineco.com/,jessamineco.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lockhavencity.org,,,,Local,,Pennsylvania,"City of Lock Haven, PA -- Note added 9/30/14 18:49",http://www.lockhavencity.org/,6/6/13 18:08
jfklibrary.org,jfklibrary.org,jfklibrary.org,https://www.jfklibrary.org/,jfklibrary.org,text/html,TRUE,TRUE,TRUE,FALSE,National Archives and Records Administration (NARA),,,200,,Connection failure,Connection failure,lockland.com,,,,Local,,Ohio,"Village of Lockland, OH -- Note added 3/18/14 18:27",http://lockland.com/,6/6/13 18:08
jacksonnc.org,jacksonnc.org,jacksonnc.org,https://www.jacksonnc.org/,jacksonnc.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,lodi-nj.org,,,,Local,,New Jersey,"Borough of Lodi, nj -- Note added 9/16/15 15:09",http://lodi-nj.org/,6/6/13 18:08
mdwfp.com,mdwfp.com,mdwfp.com,https://mdwfp.com/,mdwfp.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,logan-twp.org,,,,Local,,New Jersey,"Logan Township, nj -- Note added 9/16/15 15:10",http://logan-twp.org/,6/6/13 18:08
jupiter.fl.us,jupiter.fl.us,fl.us,https://jupiter.fl.us/,fl.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,logancountyok.com,,,,County,,Oklahoma,"Logan County, OK -- Note added 8/2/13 14:57",http://logancountyok.com/,6/6/13 18:08
litchfieldmaine.com,litchfieldmaine.com,litchfieldmaine.com,,,,,,,,,,,,,Connection failure,Connection failure,loganiowa.com,,,,Local,,Iowa,"City of Logan, IA -- Note added 1/14/14 16:39",#N/A,6/6/13 18:08
longpondpa.com,longpondpa.com,longpondpa.com,,,,,,,,,,,,,200,200,loganutah.org,,,,Local,,Utah,"Logan City, UT -- Note added 8/21/14 5:37",http://loganutah.org/,6/6/13 18:08
kadokasd.com,kadokasd.com,kadokasd.com,https://www.kadokasd.com/,kadokasd.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,londonderry.org,,,,Local,,New Hampshire,"londonberry, NH -- Note added 9/2/15 17:43",http://londonderry.org/,6/6/13 18:08
keansburgboro.com,keansburgboro.com,keansburgboro.com,http://ww25.keansburgboro.com/?subid1=20230111-0233-427e-b70b-45a018ce5b97,keansburgboro.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,londonderryvt.org,,,,Local,,Vermont,"Town of Londonderry, VT -- Note added 8/14/14 5:25",http://londonderryvt.org/,6/6/13 18:08
johnson-county.com,johnson-county.com,johnson-county.com,https://www.johnsoncountyiowa.gov/,johnsoncountyiowa.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,londongrove.org,,,,Local,,Pennsylvania,"London Grove Township, PA -- Note added 1/29/14 21:02",http://www.londongrove.org/,6/6/13 18:08
kennett-square.pa.us,kennett-square.pa.us,pa.us,,,,,,,,,,,,,200,200,longbeachtownship.com,,,,Local,,New Jersey,"long beach township, nj -- Note added 9/16/15 15:10",http://longbeachtownship.com/,6/6/13 18:08
kewauneeco.org,kewauneeco.org,kewauneeco.org,https://www.kewauneeco.org/,kewauneeco.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,longboatkey.org,,,,Local,,Florida,"Town of Longboat Key, FL -- Note added 7/19/13 17:40",http://longboatkey.org/,6/6/13 18:08
kilbucktownship.org,kilbucktownship.org,kilbucktownship.org,https://www.kilbucktownship.org/,kilbucktownship.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,longgrove.net,,,,Local,,Illinois,"Village of Long Grove, IL -- Note added 7/3/14 13:29",http://longgrove.net/,6/6/13 18:08
kingandqueenco.net,kingandqueenco.net,kingandqueenco.net,,,,,,,,,,,,,200,200,longgroveia.org,,,,Local,,Iowa,"Long Grove, Ia -- Note added 8/25/15 20:41",http://longgroveia.org/,6/6/13 18:08
ketteringoh.org,ketteringoh.org,ketteringoh.org,https://www.ketteringoh.org/,ketteringoh.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,longhillnj.org,,,,Local,,New Jersey,"long hill, nj -- Note added 9/16/15 15:11",http://longhillnj.gov/,6/6/13 18:08
knowyouroptions.com,knowyouroptions.com,knowyouroptions.com,https://www.knowyouroptions.com/,knowyouroptions.com,text/html,TRUE,TRUE,TRUE,FALSE,Federal National Mortgage Association,,,200,,200,200,longlaketownship.com,,,,Local,,Michigan,"Long Lake Township, Traverse City, MI -- Note added 8/2/13 15:22",http://longlaketownship.com/,6/6/13 18:08
ks-nemaha.manatron.com,ks-nemaha.manatron.com,manatron.com,,,,,,,,,,,,,200,200,longmeadow.org,,,,Local,,Massachusetts,"longmeadow, Ma -- Note added 8/26/15 16:09",http://longmeadow.org/,6/6/13 18:08
putnam-fl.com,putnam-fl.com,putnam-fl.com,https://putnam-fl.com/,putnam-fl.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,longpondpa.com,,,,Local,,Pennsylvania,"Tunkhannock Township, PA -- Note added 9/30/14 18:56",http://longpondpa.com/,6/6/13 18:08
rcala.com,rcala.com,rcala.com,https://rcala.com/,rcala.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,longport-nj.us,,,,Local,,New Jersey,"longport, nj -- Note added 9/16/15 15:11",http://www.longportnj.gov/,6/6/13 18:08
red-wing.org,red-wing.org,red-wing.org,https://red-wing.org/,red-wing.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,longprairie.net,,,,Local,,Minnesota,"City of Long Prairie, MN -- Note added 4/26/15 4:38",http://www.longprairie.net/,6/6/13 18:08
lamourend.com,lamourend.com,lamourend.com,https://lamourend.com/,lamourend.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,longwoodfl.org,,,,Local,,Florida,"The City of Longwood, FL -- Note added 6/24/15 17:35",http://longwoodfl.org/,6/6/13 18:08
kytreasury.com,kytreasury.com,kytreasury.com,https://kytreasury.com/,kytreasury.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lonsdale.govoffice.com,,,,Local,,Minnesota,"City of Lonsdale, MN -- Note added 4/26/15 4:40",http://www.lonsdale.govoffice.com/,6/6/13 18:09
lauderdalecounty.org,lauderdalecounty.org,lauderdalecounty.org,https://lauderdalecounty.org/,lauderdalecounty.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lookstoogoodtobetrue.com,,,,Quasigovernmental,,,"Looks Too Good To Be True, a website to educate consumers and help prevent them from becoming a victim of an Internet fraud scheme. The website was developed and is maintained by a joint federal law enforcement and industry task force. Funding for the site has been provided by the United States Postal Inspection Service and the Federal Bureau of Investigation. Key partners include the National White Collar Crime Center, Monster.com, Target and members of the Merchants Risk Council. -- Note added 7/23/14 14:25",http://www.lookstoogoodtobetrue.com/,1/29/14 17:31
lawrencevillega.org,lawrencevillega.org,lawrencevillega.org,,,,,,,,,,,,,200,200,lopatcongtwp.com,,,,Local,,New Jersey,"Township Of Lopatcong, nj -- Note added 9/16/15 15:12",http://www.lopatcongtwp.com/joomla/index.php,6/6/13 18:08
laramiecounty.com,laramiecounty.com,laramiecounty.com,https://www.laramiecountywy.gov/,laramiecountywy.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,loraincounty.us,,,,County,,Ohio,"County of Lorain, OH -- Note added 3/18/14 18:28",http://loraincounty.us/,6/6/13 18:08
laurelms.com,laurelms.com,laurelms.com,https://www.laurelms.com/,laurelms.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,loreauville.us,,,,Local,,Louisiana,"Loreauville, LA -- Note added 8/24/15 14:52",http://loreauville.us/,6/6/13 18:08
redfordtwp.com,redfordtwp.com,redfordtwp.com,https://redfordtwp.com/,redfordtwp.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,losalamosnm.us,,,,County,,New Mexico,"Los Alamos County, NM -- Note added 7/16/14 5:21",http://www.losalamosnm.us/Pages/home.aspx,6/6/13 18:08
preserveala.org,preserveala.org,preserveala.org,,,,,,,,,,,,,200,200,lostnationiowa.org,,,,Local,,Iowa,"Lost Nation, IA -- Note added 8/25/15 20:42",http://lostnationiowa.org/,6/6/13 18:08
region7erdc.org,region7erdc.org,region7erdc.org,https://region7erdc.org/,region7erdc.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,loteriaelectronicapr.com,,,,State,,Puerto Rico,LoterÃ­a ElectrÃ³nica de Puerto Rico -- Note added 6/12/13 14:11,#N/A,6/12/13 14:10
rensselaerville.com,rensselaerville.com,rensselaerville.com,https://rensselaerville.com/,rensselaerville.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,loudoncounty.com,,,,County,,Tennessee,"Loudon County, TN -- Note added 6/25/14 6:28",http://loudoncounty.com/,6/6/13 18:08
rferl.org,rferl.org,rferl.org,https://www.rferl.org/,rferl.org,text/html,TRUE,TRUE,TRUE,FALSE,U.S. Agency for Global Media,,,200,,Connection failure,Connection failure,loudonnh.org,,,,Local,,New Hampshire,"loudon, nh -- Note added 9/2/15 17:43",http://loudonnh.org/,6/6/13 18:08
richfieldvillageohio.org,richfieldvillageohio.org,richfieldvillageohio.org,https://richfieldvillageohio.org/,richfieldvillageohio.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,louisacounty.com,,,,County,,Virginia,"Louisa County, VA -- Note added 6/20/14 13:28",http://louisacounty.com/,6/6/13 18:08
richtonpark.org,richtonpark.org,richtonpark.org,https://richtonpark.org/,richtonpark.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,louisacountyiowa.org,,,,County,,Iowa,"louisa county, IA -- Note added 8/25/15 20:43",http://www.louisacountyiowa.org/,6/6/13 18:08
ridgelymd.org,ridgelymd.org,ridgelymd.org,https://ridgelymd.org/,ridgelymd.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,louisatown.org,,,,Local,,Virginia,"Town of Louisa, VA -- Note added 6/20/14 13:29",http://louisatown.org/,6/6/13 18:08
lbjlibrary.org,lbjlibrary.org,lbjlibrary.org,https://www.lbjlibrary.org/,lbjlibrary.org,text/html,TRUE,FALSE,TRUE,FALSE,National Archives and Records Administration (NARA),,,200,,200,200,louisianacda.com,,,,State,,Louisiana,Louisiana Community Development Authority -- Note added 9/23/15 12:18,http://www.louisianacda.com/,6/6/13 18:08
leeco.us,leeco.us,leeco.us,,,,,,,,,,,,,200,200,louisianalottery.com,,,,State,,Louisiana,Louisiana Lottery Corporation -- Note added 6/12/13 14:13,#N/A,6/6/13 18:08
lebnh.net,lebnh.net,lebnh.net,,,,,,,,,,,,,200,200,louisianaseafood.com,,,,State,,Louisiana,"Louisiana Seafood Board. In 1984, the State of Louisiana created the Louisiana Seafood Promotion & Marketing Board. For more information see https://www.legis.la.gov/legis/BoardMembers.aspx?boardId=355. -- Note added 11/12/15 15:08",http://www.louisianaseafood.com/,6/6/13 18:08
levycounty.org,levycounty.org,levycounty.org,https://www.levycounty.org/,levycounty.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,louisianataxfree.com,,,,State,,Louisiana,Louisiana Tax Free Shopping Commission -- Note added 9/23/15 16:44,http://www.louisianataxfree.com/,6/6/13 18:08
leopold.wilderness.net,leopold.wilderness.net,wilderness.net,https://leopold.wilderness.net/,wilderness.net,text/html,TRUE,FALSE,TRUE,TRUE,U.S. Forest Service (USFS),,,200,,200,200,louisianatravel.com,,,,State,,Louisiana,Travel and Tourism Site for Louisiana -- Note added 6/6/13 19:40,http://www.louisianatravel.com/,6/6/13 18:08
lifeasamarine.com,lifeasamarine.com,lifeasamarine.com,,,,,,,,U.S. Marine Corps (USMC),,,,,200,200,louisvilleohio.com,,,,Local,,Ohio,"City of Louisville, OH -- Note added 3/18/14 18:31",http://louisvilleohio.com/,6/6/13 18:08
lincolncountynm.net,lincolncountynm.net,lincolncountynm.net,,,,,,,,,,,,,200,200,louisvilletownship.com,,,,Local,,Minnesota,"Louisville Township, MN -- Note added 4/26/15 5:03",http://www.louisvilletownship.com/,6/6/13 18:08
linngroveiowa.org,linngroveiowa.org,linngroveiowa.org,,,,,,,,,,,,,200,200,love.okcounties.org,,,,County,,Oklahoma,"Love County, OK -- Note added 8/2/13 14:50",http://love.okcounties.org/,8/2/13 14:49
lisbonnh.org,lisbonnh.org,lisbonnh.org,,,,,,,,,,,,,Connection failure,Connection failure,lovelandoh.com,,,,Local,,Ohio,"City of Loveland, OH -- Note added 3/18/14 18:36",http://www.lovelandoh.com/,6/6/13 18:08
lempsternh.org,lempsternh.org,lempsternh.org,https://lempsternh.org/,lempsternh.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lovington.org,,,,Local,,New Mexico,"City of Lovington, NM -- Note added 7/16/14 5:21",http://www.lovington.org/,6/6/13 18:08
lincolnwoodil.org,lincolnwoodil.org,lincolnwoodil.org,https://lincolnwoodil.org/,lincolnwoodil.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lowell.net,,,,Local,,Indiana,"lowell, In -- Note added 8/27/15 14:40",http://lowell.net/,6/6/13 18:08
lookstoogoodtobetrue.com,lookstoogoodtobetrue.com,lookstoogoodtobetrue.com,,,,,,,,,,,,,200,200,lowerfrederick.org,,,,Local,,Pennsylvania,"Lower Frederick Township, PA -- Note added 9/30/14 18:58",http://lowerfrederick.org/,6/6/13 18:08
louisianalottery.com,louisianalottery.com,louisianalottery.com,https://louisianalottery.com/,louisianalottery.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lowergwynedd.org,,,,Local,,Pennsylvania,"Lower Gwynedd Township, PA -- Note added 9/30/14 18:59",http://lowergwynedd.org/,6/6/13 18:08
litchfield-park.org,litchfield-park.org,litchfield-park.org,http://www.litchfieldpark.gov/,litchfieldpark.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,lowermerion.org,,,,Local,,Pennsylvania,"Lower Merion Township, PA -- Note added 9/30/14 19:00",http://lowermerion.org/,6/6/13 18:08
livingstonnj.org,livingstonnj.org,livingstonnj.org,https://livingstonnj.org/,livingstonnj.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lowerpottsgrove.org,,,,Local,,Pennsylvania,"Lower Pottsgrove Township, PA -- Note added 9/30/14 19:02",http://lowerpottsgrove.org/,6/6/13 18:08
lyco.org,lyco.org,lyco.org,https://lyco.org/,lyco.org,text/html,TRUE,TRUE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lowerprovidence.org,,,,Local,,Pennsylvania,"Lower Providence Township, PA -- Note added 9/30/14 19:03",http://lowerprovidence.org/,6/6/13 18:08
lsbep.org,lsbep.org,lsbep.org,https://lsbep.org/,lsbep.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lowersaucontownship.org,,,,Local,,Pennsylvania,"Lower Saucon Township, PA -- Note added 9/30/14 19:05",http://lowersaucontownship.org/,6/6/13 18:08
madisonco.us,madisonco.us,madisonco.us,,,,,,,,,,,,,Connection failure,Connection failure,lowerswatara.org,,,,Local,,Pennsylvania,"Lower Swatara Township, PA -- Note added 9/30/14 19:06",http://lowerswatara.org/,6/6/13 18:08
madisonvillage.org,madisonvillage.org,madisonvillage.org,https://madisonvillage.org/,madisonvillage.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lowerwindsor.com,,,,Local,,Pennsylvania,"Lower Windsor Township, PA -- Note added 9/30/14 19:07",http://lowerwindsor.com/,6/6/13 18:08
lytletx.org,lytletx.org,lytletx.org,https://lytletx.org/,lytletx.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lowndescounty.com,,,,County,,Georgia,"Lowndes County, Ga -- Note added 8/25/15 15:56",http://lowndescounty.com/,6/6/13 18:08
logan-twp.org,logan-twp.org,logan-twp.org,https://www.logan-twp.org/,logan-twp.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,lowville.ny.us,,,,Local,,New York,"Village of Lowville, NY -- Note added 7/2/15 9:59",http://lowville.ny.us/,6/6/13 18:08
lowerpottsgrove.org,lowerpottsgrove.org,lowerpottsgrove.org,https://lowerpottsgrove.org/,lowerpottsgrove.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lpcboard.org,,,,State,,Louisiana,Licensed Professional Counselors Board of Examiners -- Note added 8/24/15 14:53,http://lpcboard.org/,6/6/13 18:08
magnautah.org,magnautah.org,magnautah.org,,,,,,,,,,,,,403,403,lpgov.org,,,,State,,Louisiana,Police Jury Association of Louisiana -- Note added 7/23/13 19:36,http://lpgov.org/,6/6/13 18:08
manassascity.org,manassascity.org,manassascity.org,https://www.manassasva.gov/,manassasva.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,lqpco.com,,,,County,,Minnesota,"Lac qui Parle County, MN -- Note added 4/26/15 5:05",http://www.lqpco.com/,6/6/13 18:08
martincountyncgov.com,martincountyncgov.com,martincountyncgov.com,https://martincountyncgov.com/,martincountyncgov.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lrcboard.org,,,,State,,Louisiana,LLPVRC Board of Examiners -- Note added 8/24/15 14:54,http://lrcboard.org/,6/6/13 18:08
jeffersoncountyiowa.com,jeffersoncountyiowa.com,jeffersoncountyiowa.com,,,,,,,,,,,,,200,200,lsbep.org,,,,State,,Louisiana,Louisiana State Board of Examiners of Psychologists   -- Note added 8/24/15 14:55,http://www.lsbep.org/,6/6/13 18:08
mcagov.com,mcagov.com,mcagov.com,,,,,,,,,,,,,200,200,lsbes.org,,,,State,,Louisiana,Louisiana State Board of Examiners for Sanitarians -- Note added 9/23/15 16:47,http://lsbes.org/,6/6/13 18:08
massillonohio.com,massillonohio.com,massillonohio.com,https://massillonohio.gov/,massillonohio.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,lsbid.org,,,,State,,Louisiana,Louisiana State Board of Examiners of Interior Designers -- Note added 9/23/15 16:48,http://lsbid.org/,6/6/13 18:08
mdf.org,mdf.org,mdf.org,https://www.mdf.org/,mdf.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,lsbmt.org,,,,State,,,Louisiana Board of Massage Therapy -- Note added 11/12/15 17:34,#N/A,6/6/13 18:08
mchenrytownship.com,mchenrytownship.com,mchenrytownship.com,https://www.mchenrytownship.com/,mchenrytownship.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lsbpie.com,,,,State,,Louisiana,Louisiana State Board of Private Investigator Examiners -- Note added 8/24/15 14:55,http://lsbpie.com/,6/6/13 18:08
michigan.org,michigan.org,michigan.org,https://www.michigan.org/,michigan.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lsbpne.com,,,,State,,Louisiana,LOUISIANA STATE BOARD OF PRACTICAL NURSE EXAMINERS -- Note added 8/24/15 14:56,http://www.lsbpne.com/,6/6/13 18:08
middletownnj.org,middletownnj.org,middletownnj.org,https://middletownnj.org/,middletownnj.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lsbvm.org,,,,State,,Louisiana,Louisiana Board of Veterinary Medicine -- Note added 8/24/15 14:56,http://lsbvm.org/webcontent.asp?WebpageID=1,6/6/13 18:08
munhallpa.us,munhallpa.us,munhallpa.us,,,,,,,,,,,,,Connection failure,Connection failure,lsbwdd.org,,,,State,,Louisiana,Louisiana Board of Drug and Device Distributors -- Note added 8/24/15 14:57,http://www.lsbwdd.org/,6/6/13 18:08
marcellusny.com,marcellusny.com,marcellusny.com,https://marcellusny.com/,marcellusny.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lscb.govoffice.com,,,,Local,,Minnesota,"City of Lake St. Croix Beach, MN -- Note added 4/26/15 5:06",http://www.lscb.govoffice.com/,6/6/13 18:09
mantorville.com,mantorville.com,mantorville.com,https://www.mantorville.com/,mantorville.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lsuagcenter.com,,,,State,,Louisiana,LSU Ag Center -- Note added 8/24/15 14:57,http://www.lsuagcenter.com/,6/6/13 18:08
marinette.wi.us,marinette.wi.us,wi.us,https://marinette.wi.us/,wi.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,404,404,lubecme.govoffice2.com,,,,Local,,Maine,"lubec, me -- Note added 8/27/15 18:29",http://townoflubec.com/,6/6/13 18:09
mauricerivertwp.org,mauricerivertwp.org,mauricerivertwp.org,https://mauricerivertwp.org/,mauricerivertwp.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,ludington.mi.us,,,,Local,,Michigan,"City of Ludington, MI -- Note added 8/1/13 17:32",http://ludington.mi.us/,8/1/13 17:31
